title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications,
Pre-existing adenovirus immunity modifies a complex mixed Th1 and Th2 cytokine response to an Ad5/HIV-1 vaccine candidate in humans.,https://doi.org/10.1371/journal.pone.0018526,21533229,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.83, Weighted sum of stars: 1.0,Good,23-May-18,Pine SO et al.,New Finding,
Cigarette smoking is associated with high HIV viral load among adults presenting for antiretroviral therapy in Vietnam.,https://doi.org/10.1371/journal.pone.0173534,28267790,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.01, Weighted sum of stars: 1.0,Good,5-Jun-18,Pollack TM et al.,New Finding,
Prevalence and Correlates of Smoking and Readiness to Quit Smoking in People Living with HIV in Austria and Germany.,https://doi.org/10.1371/journal.pone.0150553,26919722,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.03, Weighted sum of stars: 1.0,Good,5-Jun-18,Brath H et al.,New Finding,
TGN1412 induces lymphopenia and human cytokine release in a humanized mouse model.,https://doi.org/10.1371/journal.pone.0149093,26959227,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.92, Weighted sum of stars: 1.0,Good,22-May-18,Weißmüller S et al.,New Finding,
"Tobacco Smoking and Tuberculosis among Men Living with HIV in Johannesburg, South Africa: A Case-Control Study.",https://doi.org/10.1371/journal.pone.0167133,27893799,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.13, Weighted sum of stars: 1.0,Good,5-Jun-18,Bronner Murrison L et al.,New Finding,
Improving the MVA vaccine potential by deleting the viral gene coding for the IL-18 binding protein.,https://doi.org/10.1371/journal.pone.0032220,22384183,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.48, Weighted sum of stars: 1.0,Good,5-Jun-18,Falivene J et al.,New Finding,
β-Arrestin1 and 2 differentially regulate PACAP-induced PAC1 receptor signaling and trafficking.,https://doi.org/10.1371/journal.pone.0196946,29734363,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.95, Weighted sum of stars: 4.0,Exceptional,22-May-18,Shintani Y et al.,New Finding,
"Liver disease burden and required treatment expenditures for hepatitis C virus (HCV) infection in Thailand: Implications for HCV elimination in the new therapeutic era, a population-based study.",https://doi.org/10.1371/journal.pone.0196301,29689073,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.86, Weighted sum of stars: 1.0,Good,21-May-18,Wasitthankasem R et al.,Confirmation,
Diagnostic yield of the light blue crest sign in gastric intestinal metaplasia: a meta-analysis.,https://doi.org/10.1371/journal.pone.0092874,24658503,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.89, Weighted sum of stars: 1.0,Good,31-May-18,Wang L et al.,New Finding,
Asymmetric polar localization dynamics of the serine chemoreceptor protein Tsr in Escherichia coli.,https://doi.org/10.1371/journal.pone.0195887,29771911,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.19, Weighted sum of stars: 1.0,Good,31-May-18,Oh D et al.,Confirmation,
Reprogramming pancreatic stellate cells via p53 activation: A putative target for pancreatic cancer therapy.,https://doi.org/10.1371/journal.pone.0189051,29211796,,,,,,Saison-Ridinger M et al.,Confirmation,
Reprogramming pancreatic stellate cells via p53 activation: A putative target for pancreatic cancer therapy.,https://doi.org/10.1371/journal.pone.0189051,29211796,,,,,,Saison-Ridinger M et al.,Interesting Hypothesis,
"Liver disease burden and required treatment expenditures for hepatitis C virus (HCV) infection in Thailand: Implications for HCV elimination in the new therapeutic era, a population-based study.",https://doi.org/10.1371/journal.pone.0196301,29689073,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.86, Weighted sum of stars: 1.0,Good,21-May-18,Wasitthankasem R et al.,Good for Teaching,
Genome scan of M. tuberculosis infection and disease in Ugandans.,https://doi.org/10.1371/journal.pone.0004094,19116662,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.31, Weighted sum of stars: 4.0,Exceptional,21-May-18,Stein CM et al.,Good for Teaching,
Genome scan of M. tuberculosis infection and disease in Ugandans.,https://doi.org/10.1371/journal.pone.0004094,19116662,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.31, Weighted sum of stars: 4.0,Exceptional,21-May-18,Stein CM et al.,Interesting Hypothesis,
Reprogramming pancreatic stellate cells via p53 activation: A putative target for pancreatic cancer therapy.,https://doi.org/10.1371/journal.pone.0189051,29211796,,,,,,Saison-Ridinger M et al.,New Finding,
Asymmetric polar localization dynamics of the serine chemoreceptor protein Tsr in Escherichia coli.,https://doi.org/10.1371/journal.pone.0195887,29771911,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.19, Weighted sum of stars: 1.0,Good,31-May-18,Oh D et al.,New Finding,
Genome scan of M. tuberculosis infection and disease in Ugandans.,https://doi.org/10.1371/journal.pone.0004094,19116662,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.31, Weighted sum of stars: 4.0,Exceptional,21-May-18,Stein CM et al.,New Finding,
Becoming more oneself? Changes in personality following DBS treatment for psychiatric disorders: Experiences of OCD patients and general considerations.,https://doi.org/10.1371/journal.pone.0175748,28426824,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.97, Weighted sum of stars: 2.0,Very Good,23-May-18,de Haan S et al.,New Finding,
Genomic profile of human meningioma cell lines.,https://doi.org/10.1371/journal.pone.0178322,28552950,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.03, Weighted sum of stars: 1.0,Good,16-Apr-18,Mei Y et al.,New Finding,
Six-Nine Year Follow-Up of Deep Brain Stimulation for Obsessive-Compulsive Disorder.,https://doi.org/10.1371/journal.pone.0167875,27930748,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.64, Weighted sum of stars: 2.0,Very Good,23-May-18,Fayad SM et al.,New Finding,
Identification of a neutrophil-related gene expression signature that is enriched in adult systemic lupus erythematosus patients with active nephritis: Clinical/pathologic associations and etiologic mechanisms.,https://doi.org/10.1371/journal.pone.0196117,29742110,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.8, Weighted sum of stars: 1.0,Good,23-May-18,Wither JE et al.,Interesting Hypothesis,
"Hemoglobin transfusion trigger in an internal medicine department - A ""real world"" six year experience.",https://doi.org/10.1371/journal.pone.0193873,29513750,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.35, Weighted sum of stars: 1.0,Good,11-Apr-18,Rahimi-Levene N et al.,Good for Teaching,
Identification of a neutrophil-related gene expression signature that is enriched in adult systemic lupus erythematosus patients with active nephritis: Clinical/pathologic associations and etiologic mechanisms.,https://doi.org/10.1371/journal.pone.0196117,29742110,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.8, Weighted sum of stars: 1.0,Good,23-May-18,Wither JE et al.,Negative / Null Results,
Genomic variants in an inbred mouse model predict mania-like behaviors.,https://doi.org/10.1371/journal.pone.0197624,29768498,Score 9.2, Weighted sum of stars: 2.0,,Very Good,23-May-18,Saul MC et al.,Confirmation,
Genomic variants in an inbred mouse model predict mania-like behaviors.,https://doi.org/10.1371/journal.pone.0197624,29768498,Score 9.2, Weighted sum of stars: 2.0,,Very Good,23-May-18,Saul MC et al.,Good for Teaching,
Genomic variants in an inbred mouse model predict mania-like behaviors.,https://doi.org/10.1371/journal.pone.0197624,29768498,Score 9.2, Weighted sum of stars: 2.0,,Very Good,23-May-18,Saul MC et al.,New Finding,
The C5a/C5aR1 axis controls the development of experimental allergic asthma independent of LysM-expressing pulmonary immune cells.,https://doi.org/10.1371/journal.pone.0184956,28931049,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.68, Weighted sum of stars: 1.0,Good,10-Apr-18,Wiese AV et al.,Negative / Null Results,
Intra-Arterial Chemotherapy as Primary Therapy for Retinoblastoma in Infants Less than 3 Months of Age: A Series of 10 Case-Studies.,https://doi.org/10.1371/journal.pone.0160873,27504917,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.06, Weighted sum of stars: 1.0,Good,9-Apr-18,Chen M et al.,New Finding,
Simultaneous bilateral ophthalmic artery chemosurgery for bilateral retinoblastoma (tandem therapy).,https://doi.org/10.1371/journal.pone.0156806,27258771,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.78, Weighted sum of stars: 1.0,Good,9-Apr-18,Abramson DH et al.,New Finding,
Crystal structures of ternary complexes of archaeal B-family DNA polymerases.,https://doi.org/10.1371/journal.pone.0188005,29211756,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.27, Weighted sum of stars: 2.0,Very Good,14-Mar-18,Kropp HM et al.,Confirmation,
Crystal structures of ternary complexes of archaeal B-family DNA polymerases.,https://doi.org/10.1371/journal.pone.0188005,29211756,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.27, Weighted sum of stars: 2.0,Very Good,14-Mar-18,Kropp HM et al.,Good for Teaching,
Crystal structures of ternary complexes of archaeal B-family DNA polymerases.,https://doi.org/10.1371/journal.pone.0188005,29211756,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.27, Weighted sum of stars: 2.0,Very Good,14-Mar-18,Kropp HM et al.,Technical Advance,
"Synthesis, in vitro and in vivo evaluation of 3β-[18F]fluorocholic acid for the detection of drug-induced cholestasis in mice.",https://doi.org/10.1371/journal.pone.0173529,28273180,Score 23.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.8, Weighted sum of stars: 5.0,Good,23-Nov-17,De Lombaerde S et al.,Confirmation,
"Synthesis, in vitro and in vivo evaluation of 3β-[18F]fluorocholic acid for the detection of drug-induced cholestasis in mice.",https://doi.org/10.1371/journal.pone.0173529,28273180,Score 23.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.8, Weighted sum of stars: 5.0,Good,23-Nov-17,De Lombaerde S et al.,New Finding,
Neuropsychological impact of west nile virus infection: an extensive neuropsychiatric assessment of 49 cases in canada.,https://doi.org/10.1371/journal.pone.0158364,27352145,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.84, Weighted sum of stars: 1.0,Good,11-Mar-18,Samaan Z et al.,New Finding,
The time-series behavior of neutrophil-to-lymphocyte ratio is useful as a predictive marker in non-small cell lung cancer.,https://doi.org/10.1371/journal.pone.0193018,29447258,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.18, Weighted sum of stars: 2.0,Very Good,26-Feb-18,Kiriu T et al.,New Finding,
Development and characterization of a human three-dimensional chondrosarcoma culture for in vitro drug testing.,https://doi.org/10.1371/journal.pone.0181340,28704566,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 1.0,Good,21-Feb-18,Voissiere A et al.,Controversial,
"Synthesis, in vitro and in vivo evaluation of 3β-[18F]fluorocholic acid for the detection of drug-induced cholestasis in mice.",https://doi.org/10.1371/journal.pone.0173529,28273180,Score 23.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.8, Weighted sum of stars: 5.0,Good,23-Nov-17,De Lombaerde S et al.,Technical Advance,
Molecular epidemiology of human respiratory syncytial virus among children in Japan during three seasons and hospitalization risk of genotype ON1.,https://doi.org/10.1371/journal.pone.0192085,29377949,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.69, Weighted sum of stars: 1.0,Good,7-Feb-18,Hibino A et al.,Confirmation,
Molecular epidemiology of human respiratory syncytial virus among children in Japan during three seasons and hospitalization risk of genotype ON1.,https://doi.org/10.1371/journal.pone.0192085,29377949,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.69, Weighted sum of stars: 1.0,Good,7-Feb-18,Hibino A et al.,New Finding,
Angiotensin receptor blockers are associated with lower mortality than ACE inhibitors in predialytic stage 5 chronic kidney disease: A nationwide study of therapy with renin-angiotensin system blockade.,https://doi.org/10.1371/journal.pone.0189126,29216260,Score 13.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.56, Weighted sum of stars: 3.0,Good,27-Dec-17,Lin CC et al.,Controversial,
Angiotensin receptor blockers are associated with lower mortality than ACE inhibitors in predialytic stage 5 chronic kidney disease: A nationwide study of therapy with renin-angiotensin system blockade.,https://doi.org/10.1371/journal.pone.0189126,29216260,Score 13.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.56, Weighted sum of stars: 3.0,Good,27-Dec-17,Lin CC et al.,Good for Teaching,
Development and characterization of a human three-dimensional chondrosarcoma culture for in vitro drug testing.,https://doi.org/10.1371/journal.pone.0181340,28704566,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 1.0,Good,21-Feb-18,Voissiere A et al.,Technical Advance,
Loss of intra-islet heparan sulfate is a highly sensitive marker of type 1 diabetes progression in humans.,https://doi.org/10.1371/journal.pone.0191360,29415062,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 2.0,Very Good,19-Feb-18,Simeonovic CJ et al.,New Finding,
Angiotensin receptor blockers are associated with lower mortality than ACE inhibitors in predialytic stage 5 chronic kidney disease: A nationwide study of therapy with renin-angiotensin system blockade.,https://doi.org/10.1371/journal.pone.0189126,29216260,Score 13.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.56, Weighted sum of stars: 3.0,Good,27-Dec-17,Lin CC et al.,Interesting Hypothesis,
Etiology of childhood infectious diarrhea in a developed region of china: compared to childhood diarrhea in a developing region and adult diarrhea in a developed region.,https://doi.org/10.1371/journal.pone.0142136,26528820,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.64, Weighted sum of stars: 1.0,Good,4-Feb-18,Wang X et al.,New Finding,
Loss of intra-islet heparan sulfate is a highly sensitive marker of type 1 diabetes progression in humans.,https://doi.org/10.1371/journal.pone.0191360,29415062,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 2.0,Very Good,19-Feb-18,Simeonovic CJ et al.,Novel Drug Target,
The Genomic Basis of Postponed Senescence in Drosophila melanogaster.,https://doi.org/10.1371/journal.pone.0138569,26378456,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.11, Weighted sum of stars: 2.0,Very Good,4-Feb-18,Carnes MU et al.,New Finding,
Efficacy of mesenchymal stromal cell therapy for acute lung injury in preclinical animal models: A systematic review.,https://doi.org/10.1371/journal.pone.0147170,26821255,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.98, Weighted sum of stars: 1.0,Good,18-Feb-18,McIntyre LA et al.,New Finding,
