title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
Autophagy counterbalances endoplasmic reticulum expansion during the unfolded protein response.,https://doi.org/10.1371/journal.pbio.0040423,17132049,Score 23.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 15.16, Weighted sum of stars: 5.0,Good,07 Dec 2006,Bernales S et al.,New Finding
tRNAs promote nuclear import of HIV-1 intracellular reverse transcription complexes.,https://doi.org/10.1371/journal.pbio.0040332,17020411,Score 23.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.53, Weighted sum of stars: 5.0,Good,30 Oct 2006,Zaitseva L et al.,Interesting Hypothesis
Understanding the evolutionary fate of finite populations: the dynamics of mutational effects.,https://doi.org/10.1371/journal.pbio.0050094,17407380,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.82, Weighted sum of stars: 1.0,Good,24 Apr 2007,Silander OK et al.,New Finding
Experimental test of connector rotation during DNA packaging into bacteriophage phi29 capsids.,https://doi.org/10.1371/journal.pbio.0050059,17311473,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.27, Weighted sum of stars: 1.0,Good,18 Mar 2007,Hugel T et al.,Technical Advance
Pre-steady-state decoding of the Bicoid morphogen gradient.,https://doi.org/10.1371/journal.pbio.0050046,17298180,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.4, Weighted sum of stars: 2.0,Very Good,06 Mar 2007,Bergmann S et al.,Interesting Hypothesis
tRNAs promote nuclear import of HIV-1 intracellular reverse transcription complexes.,https://doi.org/10.1371/journal.pbio.0040332,17020411,Score 23.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.53, Weighted sum of stars: 5.0,Good,30 Oct 2006,Zaitseva L et al.,New Finding
Rarity value and species extinction: the anthropogenic Allee effect.,https://doi.org/10.1371/journal.pbio.0040415,17132047,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.51, Weighted sum of stars: 3.0,Very Good,10 Dec 2006,Courchamp F et al.,Controversial
Pre-steady-state decoding of the Bicoid morphogen gradient.,https://doi.org/10.1371/journal.pbio.0050046,17298180,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.4, Weighted sum of stars: 2.0,Very Good,06 Mar 2007,Bergmann S et al.,New Finding
The structure of an RNAi polymerase links RNA silencing and transcription.,https://doi.org/10.1371/journal.pbio.0040434,17147473,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.14, Weighted sum of stars: 1.0,Good,26 Feb 2007,Salgado PS et al.,Interesting Hypothesis
Retinal ganglion cells can rapidly change polarity from Off to On.,https://doi.org/10.1371/journal.pbio.0050065,17341132,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.67, Weighted sum of stars: 2.0,Very Good,22 Apr 2007,Geffen MN et al.,New Finding
The structure of an RNAi polymerase links RNA silencing and transcription.,https://doi.org/10.1371/journal.pbio.0040434,17147473,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.14, Weighted sum of stars: 1.0,Good,26 Feb 2007,Salgado PS et al.,New Finding
A high-resolution single nucleotide polymorphism genetic map of the mouse genome.,https://doi.org/10.1371/journal.pbio.0040395,17105354,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.11, Weighted sum of stars: 1.0,Good,05 Feb 2007,Shifman S et al.,Confirmation
A high-resolution single nucleotide polymorphism genetic map of the mouse genome.,https://doi.org/10.1371/journal.pbio.0040395,17105354,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.11, Weighted sum of stars: 1.0,Good,05 Feb 2007,Shifman S et al.,New Finding
The prethalamus is established during gastrulation and influences diencephalic regionalization.,https://doi.org/10.1371/journal.pbio.0050069,17341136,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.92, Weighted sum of stars: 2.0,Very Good,19 Apr 2007,"Staudt N, Houart C",New Finding
Elucidating the ticking of an in vitro circadian clockwork.,https://doi.org/10.1371/journal.pbio.0050093,17388688,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.81, Weighted sum of stars: 1.0,Good,09 Apr 2007,Mori T et al.,Interesting Hypothesis
Rarity value and species extinction: the anthropogenic Allee effect.,https://doi.org/10.1371/journal.pbio.0040415,17132047,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.51, Weighted sum of stars: 3.0,Very Good,10 Dec 2006,Courchamp F et al.,Interesting Hypothesis
A high-resolution single nucleotide polymorphism genetic map of the mouse genome.,https://doi.org/10.1371/journal.pbio.0040395,17105354,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.11, Weighted sum of stars: 1.0,Good,05 Feb 2007,Shifman S et al.,Technical Advance
Shavenbaby couples patterning to epidermal cell shape control.,https://doi.org/10.1371/journal.pbio.0040290,16933974,Score 32.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.29, Weighted sum of stars: 7.0,Good,06 Sep 2006,Chanut-Delalande H et al.,New Finding
How behavioral constraints may determine optimal sensory representations.,https://doi.org/10.1371/journal.pbio.0040387,17132045,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.93, Weighted sum of stars: 4.0,Exceptional,03 Jan 2007,Salinas E,New Finding
Plasma membrane is the site of productive HIV-1 particle assembly.,https://doi.org/10.1371/journal.pbio.0040435,17147474,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.25, Weighted sum of stars: 2.0,Very Good,20 Dec 2006,Jouvenet N et al.,Controversial
Plasma membrane is the site of productive HIV-1 particle assembly.,https://doi.org/10.1371/journal.pbio.0040435,17147474,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.25, Weighted sum of stars: 2.0,Very Good,20 Dec 2006,Jouvenet N et al.,Interesting Hypothesis
Plasma membrane is the site of productive HIV-1 particle assembly.,https://doi.org/10.1371/journal.pbio.0040435,17147474,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.25, Weighted sum of stars: 2.0,Very Good,20 Dec 2006,Jouvenet N et al.,Refutation
Elucidating the ticking of an in vitro circadian clockwork.,https://doi.org/10.1371/journal.pbio.0050093,17388688,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.81, Weighted sum of stars: 1.0,Good,09 Apr 2007,Mori T et al.,New Finding
Detecting non-Brownian trait evolution in adaptive radiations.,https://doi.org/10.1371/journal.pbio.0040373,17090217,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.61, Weighted sum of stars: 1.0,Good,09 Apr 2007,"Freckleton RP, Harvey PH",Interesting Hypothesis
Detecting non-Brownian trait evolution in adaptive radiations.,https://doi.org/10.1371/journal.pbio.0040373,17090217,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.61, Weighted sum of stars: 1.0,Good,09 Apr 2007,"Freckleton RP, Harvey PH",Technical Advance
A role for PCNA ubiquitination in immunoglobulin hypermutation.,https://doi.org/10.1371/journal.pbio.0040366,17105346,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.06, Weighted sum of stars: 2.0,Very Good,12 Dec 2006,Arakawa H et al.,New Finding
Interspecific communicative and coordinated hunting between groupers and giant moray eels in the Red Sea.,https://doi.org/10.1371/journal.pbio.0040431,17147471,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.91, Weighted sum of stars: 2.0,Very Good,12 Dec 2006,Bshary R et al.,New Finding
Local sharing as a predominant determinant of synaptic matrix molecular dynamics.,https://doi.org/10.1371/journal.pbio.0040271,16903782,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.29, Weighted sum of stars: 4.0,Very Good,06 Sep 2006,Tsuriel S et al.,Interesting Hypothesis
Local sharing as a predominant determinant of synaptic matrix molecular dynamics.,https://doi.org/10.1371/journal.pbio.0040271,16903782,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.29, Weighted sum of stars: 4.0,Very Good,06 Sep 2006,Tsuriel S et al.,New Finding
Threshold-dependent BMP-mediated repression: a model for a conserved mechanism that patterns the neuroectoderm.,https://doi.org/10.1371/journal.pbio.0040313,16968133,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.31, Weighted sum of stars: 2.0,Very Good,17 Oct 2006,Mizutani CM et al.,Interesting Hypothesis
Environmental coupling of selection and heritability limits evolution.,https://doi.org/10.1371/journal.pbio.0040216,16756391,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.07, Weighted sum of stars: 2.0,Very Good,15 Oct 2006,Wilson AJ et al.,New Finding
Repression of smoothened by patched-dependent (pro-)vitamin D3 secretion.,https://doi.org/10.1371/journal.pbio.0040232,16895439,Score 37.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.82, Weighted sum of stars: 8.0,Very Good,14 Aug 2006,Bijlsma MF et al.,Controversial
Repression of smoothened by patched-dependent (pro-)vitamin D3 secretion.,https://doi.org/10.1371/journal.pbio.0040232,16895439,Score 37.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.82, Weighted sum of stars: 8.0,Very Good,14 Aug 2006,Bijlsma MF et al.,Interesting Hypothesis
Repression of smoothened by patched-dependent (pro-)vitamin D3 secretion.,https://doi.org/10.1371/journal.pbio.0040232,16895439,Score 37.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.82, Weighted sum of stars: 8.0,Very Good,14 Aug 2006,Bijlsma MF et al.,New Finding
Tomosyn inhibits synaptic vesicle priming in Caenorhabditis elegans.,https://doi.org/10.1371/journal.pbio.0040261,16895441,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.19, Weighted sum of stars: 1.0,Good,23 Aug 2006,Gracheva EO et al.,New Finding
Whole-genome analysis of the SHORT-ROOT developmental pathway in Arabidopsis.,https://doi.org/10.1371/journal.pbio.0040143,16640459,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.72, Weighted sum of stars: 4.0,Very Good,15 May 2006,Levesque MP et al.,Confirmation
Whole-genome analysis of the SHORT-ROOT developmental pathway in Arabidopsis.,https://doi.org/10.1371/journal.pbio.0040143,16640459,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.72, Weighted sum of stars: 4.0,Very Good,15 May 2006,Levesque MP et al.,New Finding
Repression of smoothened by patched-dependent (pro-)vitamin D3 secretion.,https://doi.org/10.1371/journal.pbio.0040232,16895439,Score 37.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.82, Weighted sum of stars: 8.0,Very Good,14 Aug 2006,Bijlsma MF et al.,Refutation
Munc18-bound syntaxin readily forms SNARE complexes with synaptobrevin in native plasma membranes.,https://doi.org/10.1371/journal.pbio.0040330,17002520,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.79, Weighted sum of stars: 2.0,Very Good,12 Oct 2006,Zilly FE et al.,Controversial
Munc18-bound syntaxin readily forms SNARE complexes with synaptobrevin in native plasma membranes.,https://doi.org/10.1371/journal.pbio.0040330,17002520,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.79, Weighted sum of stars: 2.0,Very Good,12 Oct 2006,Zilly FE et al.,New Finding
Whole-genome analysis of the SHORT-ROOT developmental pathway in Arabidopsis.,https://doi.org/10.1371/journal.pbio.0040143,16640459,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.72, Weighted sum of stars: 4.0,Very Good,15 May 2006,Levesque MP et al.,Technical Advance
Dinosaur fossils predict body temperatures.,https://doi.org/10.1371/journal.pbio.0040248,16817695,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.85, Weighted sum of stars: 1.0,Good,21 Sep 2006,Gillooly JF et al.,Confirmation
An early role for WNT signaling in specifying neural patterns of Cdx and Hox gene expression and motor neuron subtype identity.,https://doi.org/10.1371/journal.pbio.0040252,16895440,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.54, Weighted sum of stars: 1.0,Good,19 Sep 2006,Nordström U et al.,Confirmation
Translation repression in human cells by microRNA-induced gene silencing requires RCK/p54.,https://doi.org/10.1371/journal.pbio.0040210,16756390,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.85, Weighted sum of stars: 2.0,Very Good,02 Jul 2006,"Chu CY, Rana TM",Interesting Hypothesis
Similarity selection and the evolution of sex: revisiting the red queen.,https://doi.org/10.1371/journal.pbio.0040265,16869713,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.09, Weighted sum of stars: 1.0,Good,20 Aug 2006,Agrawal AF,Interesting Hypothesis
An early role for WNT signaling in specifying neural patterns of Cdx and Hox gene expression and motor neuron subtype identity.,https://doi.org/10.1371/journal.pbio.0040252,16895440,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.54, Weighted sum of stars: 1.0,Good,19 Sep 2006,Nordström U et al.,New Finding
Neocortical connectivity during episodic memory formation.,https://doi.org/10.1371/journal.pbio.0040128,16605307,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.83, Weighted sum of stars: 3.0,Very Good,18 May 2006,Summerfield C et al.,New Finding
Structural organization of the 19S proteasome lid: insights from MS of intact complexes.,https://doi.org/10.1371/journal.pbio.0040267,16869714,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.99, Weighted sum of stars: 1.0,Good,07 Aug 2006,Sharon M et al.,Confirmation
Structural organization of the 19S proteasome lid: insights from MS of intact complexes.,https://doi.org/10.1371/journal.pbio.0040267,16869714,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.99, Weighted sum of stars: 1.0,Good,07 Aug 2006,Sharon M et al.,New Finding
Translation repression in human cells by microRNA-induced gene silencing requires RCK/p54.,https://doi.org/10.1371/journal.pbio.0040210,16756390,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.85, Weighted sum of stars: 2.0,Very Good,02 Jul 2006,"Chu CY, Rana TM",New Finding
Interacting adaptive processes with different timescales underlie short-term motor learning.,https://doi.org/10.1371/journal.pbio.0040179,16700627,Score 19.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 18.92, Weighted sum of stars: 4.0,Very Good,31 May 2006,Smith MA et al.,Interesting Hypothesis
Ancient host-pathogen associations maintained by specificity of chemotaxis and antibiosis.,https://doi.org/10.1371/journal.pbio.0040235,16805647,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.26, Weighted sum of stars: 2.0,Very Good,18 Sep 2006,Gerardo NM et al.,New Finding
Activation of NK Cells by an Endocytosed Receptor for Soluble HLA-G,https://doi.org/10.1371/journal.pbio.0040009,16366734,Score 27.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.16, Weighted sum of stars: 6.0,Good,22 Dec 2005,Rajagopalan S et al.,Confirmation
Activation of NK Cells by an Endocytosed Receptor for Soluble HLA-G,https://doi.org/10.1371/journal.pbio.0040009,16366734,Score 27.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.16, Weighted sum of stars: 6.0,Good,22 Dec 2005,Rajagopalan S et al.,Controversial
Activation of NK Cells by an Endocytosed Receptor for Soluble HLA-G,https://doi.org/10.1371/journal.pbio.0040009,16366734,Score 27.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.16, Weighted sum of stars: 6.0,Good,22 Dec 2005,Rajagopalan S et al.,Interesting Hypothesis
Structural organization of the 19S proteasome lid: insights from MS of intact complexes.,https://doi.org/10.1371/journal.pbio.0040267,16869714,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.99, Weighted sum of stars: 1.0,Good,07 Aug 2006,Sharon M et al.,Technical Advance
